35, '2020-02-15 17:52:38.012010','2020-02-15 17:54:53.461946',135.449936,c,low,5,rr,0.27440277082074194,0.010563099700230607,0.2849658705209726,4.05,1.59
36, '2020-02-15 17:55:02.995281','2020-02-15 17:57:20.592578',137.597297,c,low,5,s,0.27044421261478907,0.028691588473505236,0.29913580108829435,4.02,1.61
37, '2020-02-15 17:57:35.974794','2020-02-15 18:00:29.067824',173.09303,i,high,150,rc,7.090146336915478,0.0,7.090146336915478,0.0,0.0
38, '2020-02-15 18:00:42.809966','2020-02-15 18:03:49.582987',186.773021,i,high,100,rc,5.122771338040264,0.0,5.122771338040264,4.05,1.64
39, '2020-02-15 18:04:04.156680','2020-02-15 18:07:29.395656',205.238976,i,high,50,rc,2.8269983444058457,0.0,2.8269983444058457,4.05,1.66
40, '2020-02-15 18:07:41.985614','2020-02-15 18:11:29.734501',227.748887,i,high,25,rc,1.5722693350865482,0.0,1.5722693350865482,4.03,1.69
41, '2020-02-15 18:11:43.250502','2020-02-15 18:15:44.383979',241.133477,i,high,10,rc,0.6667997095811693,0.0,0.6667997095811693,4.0,1.72
42, '2020-02-15 18:15:57.059121','2020-02-15 18:19:56.119267',239.060146,i,high,5,rc,0.3305292167682309,0.0,0.3305292167682309,3.96,1.75
43, '2020-02-15 18:19:59.632913','2020-02-15 18:20:18.643744',19.010831,q,high,150,rc,0.0,0.3454869332081215,0.3454869332081215,0.0,0.0
44, '2020-02-15 18:20:21.208944','2020-02-15 18:20:32.590227',11.381283,q,high,100,rc,0.0,0.20765954969036368,0.20765954969036368,3.92,1.77
45, '2020-02-15 18:20:34.650837','2020-02-15 18:20:45.940999',11.290162,q,high,50,rc,0.0,0.11185087567535063,0.11185087567535063,3.93,1.77
46, '2020-02-15 18:20:47.812903','2020-02-15 18:20:58.169495',10.356592,q,high,25,rc,0.0,0.06084350072245149,0.06084350072245149,3.93,1.77
47, '2020-02-15 18:20:59.899560','2020-02-15 18:21:10.252906',10.353346,q,high,10,rc,0.0,0.034098873376632824,0.034098873376632824,3.94,1.77
48, '2020-02-15 18:21:11.893710','2020-02-15 18:21:20.984371',9.090661,q,high,5,rc,0.0,0.01546326897473595,0.01546326897473595,3.94,1.77
49, '2020-02-15 18:21:32.234044','2020-02-15 18:24:35.096798',182.862754,c,high,150,ru,7.245450972828696,0.30450398064650663,7.5499549534752,3.93,1.77
50, '2020-02-15 18:24:48.667829','2020-02-15 18:27:52.289028',183.621199,c,high,150,rc,7.228761444037437,0.30997068445365933,7.538732128491104,3.99,1.79
51, '2020-02-15 18:28:06.747288','2020-02-15 18:31:10.368880',183.621592,c,high,150,rr,7.276949847151923,0.3214719399751735,7.598421787127098,4.05,1.81
52, '2020-02-15 18:31:28.333191','2020-02-15 19:04:39.914775',1991.581584,c,high,150,s,8.373018460221356,124.51351501889818,132.88653347911958,4.11,1.83
53, '2020-02-15 19:04:52.193098','2020-02-15 19:08:08.970898',196.7778,c,high,100,ru,5.123371731681683,0.3740192657530468,5.4973909974347315,8.94,1.86
54, '2020-02-15 19:08:21.465752','2020-02-15 19:11:41.072706',199.606954,c,high,100,rc,5.212424889328776,0.27755807228932716,5.489982961618107,8.89,1.89
55, '2020-02-15 19:11:56.391319','2020-02-15 19:15:17.994422',201.603103,c,high,100,rr,5.273562360968639,0.25691174451279414,5.530474105481432,8.83,1.91
56, '2020-02-15 19:15:30.752261','2020-02-15 19:21:22.969838',352.217577,c,high,100,s,4.978651040796216,7.801188841492181,12.779839882288394,8.78,1.93
57, '2020-02-15 19:21:35.531046','2020-02-15 19:25:21.534708',226.003662,c,high,50,ru,2.9627532267261727,0.1578779090670502,3.1206311357932233,9.0,1.96
58, '2020-02-15 19:25:33.840572','2020-02-15 19:29:49.794585',255.954013,c,high,50,rc,2.9158890170198117,0.9604320074445499,3.876321024464363,8.92,1.99
59, '2020-02-15 19:30:04.587652','2020-02-15 19:33:50.237701',225.650049,c,high,50,rr,2.905166992903495,0.18347739739777832,3.088644390301273,8.87,2.01
60, '2020-02-15 19:34:03.380539','2020-02-15 19:39:02.513673',299.133134,c,high,50,s,2.8410692509744293,2.0346673765960177,4.875736627570448,8.8,2.04
61, '2020-02-15 19:39:14.721770','2020-02-15 19:43:09.677640',234.95587,c,high,25,ru,1.5389738899146983,0.0921316630733339,1.631105552988032,8.79,2.07
62, '2020-02-15 19:43:21.868927','2020-02-15 19:47:21.065769',239.196842,c,high,25,rc,1.572759304248125,0.08611434141291134,1.6588736456610362,8.71,2.1
63, '2020-02-15 19:47:31.963011','2020-02-15 19:51:32.300465',240.337454,c,high,25,rr,1.5818962463142714,0.08701913106748346,1.6689153773817549,8.62,2.13
64, '2020-02-15 19:51:44.258852','2020-02-15 19:56:32.617060',288.358208,c,high,25,s,1.545226082150996,0.6431411197629032,2.1883672019138993,8.54,2.17
65, '2020-02-15 19:56:44.031381','2020-02-15 20:01:26.943411',282.91203,c,high,10,ru,0.6492361713158762,0.2026652599385786,0.8519014312544547,8.48,2.2
66, '2020-02-15 20:01:39.984785','2020-02-15 20:05:38.743349',238.758564,c,high,10,rc,0.6298190405735192,0.039324735962616715,0.6691437765361361,8.4,2.22
67, '2020-02-15 20:05:51.453834','2020-02-15 20:09:54.491916',243.038082,c,high,10,rr,0.642124789930473,0.03913803466536707,0.68126282459584,8.32,2.25
68, '2020-02-15 20:10:07.415836','2020-02-15 20:14:42.676830',275.260994,c,high,10,s,0.6359134230017889,0.17875991909495206,0.8146733420967409,8.24,2.28
69, '2020-02-15 20:14:54.028209','2020-02-15 20:19:01.839837',247.811628,c,high,5,ru,0.3257795922410438,0.022390296138219128,0.3481698883792629,8.16,2.3
70, '2020-02-15 20:19:18.338441','2020-02-15 20:23:30.238527',251.900086,c,high,5,rc,0.3333843705327604,0.01962968511299059,0.35301405564575095,8.08,2.32
71, '2020-02-15 20:23:42.497101','2020-02-15 20:27:52.460585',249.963484,c,high,5,rr,0.32851097465259255,0.02259513143982325,0.35110610609241577,8.0,2.34
72, '2020-02-15 20:28:05.851593','2020-02-15 20:32:39.303691',273.452098,c,high,5,s,0.32929655435876237,0.07091523828427906,0.4002117926430414,7.92,2.36
